PRODUCT,P_date,PURCHASING_HOSPITAL,PURCHASING_DEPARTMENT,N_Order,R_no,N_units,Cost,Total_product_purchase,Type_purchase,Type_logistic,PRODUCTO,P_code_CLASS,P_code_NUM,YEAR,MONTH,DAYOFMONTH,DAYOFYEAR,N_product_purchased
64765,20-03-2023,18,1,358376/23,37167,560,104.412,208.824,Minor purchase,STORABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23,E,64765,2023,1,-0.790775737,0.977848342,1120
64765,28-03-2023,0,2,395924/23,37167,560,104.412,208.824,Minor purchase,STORABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23,E,64765,2023,1,-0.571268215,0.997324973,1120
64765,10-04-2023,18,1,439590/23,37167,560,104.412,208.824,Minor purchase,STORABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23,E,64765,2023,0.866025404,0.89780454,0.98867759,1120
64765,25-04-2023,8,,511377/23,37167,560,104.412,104.412,Minor purchase,STORABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23,E,64765,2023,0.866025404,-0.937752132,0.917583626,560
64765,12-05-2023,4,1,591913/23,37167,560,104.412,104.412,Minor purchase,STORABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23,E,64765,2023,0.5,0.651372483,0.763888613,560
64765,15-05-2023,7,3,600817/23,37167,560,104.412,313.236,Minor purchase,STORABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23,E,64765,2023,0.5,0.101168322,0.729557554,1680
64765,18-05-2023,8,,617873/23,37167,560,104.412,208.824,Minor purchase,STORABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23,E,64765,2023,0.5,-0.485301963,0.693281227,1120
64765,29-05-2023,8,,660234/23,37167,560,104.412,104.412,Minor purchase,STORABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23,E,64765,2023,0.5,-0.394355855,0.545240439,560
64765,07-06-2023,8,,707339/23,37167,560,104.412,104.412,Minor purchase,STORABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23,E,64765,2023,1.22E-16,0.988468324,0.409355959,560
64765,12-06-2023,8,,723750/23,37167,560,104.412,208.824,Minor purchase,STORABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23,E,64765,2023,1.22E-16,0.651372483,0.329408482,1120
64765,26-06-2023,8,,787317/23,37167,560,104.412,208.824,Minor purchase,STORABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23,E,64765,2023,1.22E-16,-0.848644257,0.09453675,1120
64765,04-07-2023,0,2,822763/23,37167,560,104.412,104.412,Minor purchase,STORABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23,E,64765,2023,-0.5,0.724792787,-0.043022233,560
64765,13-07-2023,8,,860609/23,37167,560,104.412,104.412,Minor purchase,STORABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23,E,64765,2023,-0.5,0.485301963,-0.19667289,560
64765,17-07-2023,8,,870268/23,37167,560,104.412,208.824,Minor purchase,STORABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23,E,64765,2023,-0.5,-0.299363123,-0.263665493,1120
64765,28-07-2023,8,,910403/23,37167,560,104.412,104.412,Minor purchase,STORABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23,E,64765,2023,-0.5,-0.571268215,-0.440518784,560
64765,01-08-2023,7,3,938275/23,37167,560,104.412,208.824,Minor purchase,STORABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23,E,64765,2023,-0.866025404,0.20129852,-0.501241813,1120
64765,08-08-2023,8,,958637/23,37167,560,104.412,104.412,Minor purchase,STORABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23,E,64765,2023,-0.866025404,0.998716507,-0.601624063,560
64765,10-08-2023,8,,973506/23,37167,560,104.412,104.412,Minor purchase,STORABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23,E,64765,2023,-0.866025404,0.89780454,-0.628762815,560
64765,23-08-2023,0,2,1011819/23,37167,560,104.412,104.412,Minor purchase,STORABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23,E,64765,2023,-0.866025404,-0.998716507,-0.785649855,560
64765,24-08-2023,8,,1013841/23,37167,560,104.412,104.412,Minor purchase,STORABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23,E,64765,2023,-0.866025404,-0.988468324,-0.796182864,560
64765,13-09-2023,8,,1139350/23,37167,560,104.412,104.412,Minor purchase,STORABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23,E,64765,2023,-1,0.485301963,-0.953680997,560
64765,18-09-2023,7,3,1152777/23,37167,560,104.412,208.824,Minor purchase,STORABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23,E,64765,2023,-1,-0.485301963,-0.976010551,1120
64765,22-09-2023,8,,1172013/23,37167,560,104.412,208.824,Minor purchase,STORABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23,E,64765,2023,-1,-0.968077119,-0.98867759,1120
64765,06-10-2023,8,,1242282/23,37167,560,104.412,104.412,Minor purchase,STORABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23,E,64765,2023,-0.866025404,0.937752132,-0.995918996,560
64765,11-10-2023,8,,1260398/23,37167,560,104.412,208.824,Minor purchase,STORABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23,E,64765,2023,-0.866025404,0.790775737,-0.984473817,1120
64765,16-10-2023,0,2,1268596/23,37167,560,104.412,104.412,Minor purchase,STORABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23,E,64765,2023,-0.866025404,-0.101168322,-0.965739938,560
64765,31-10-2023,8,,1331800/23,37167,560,104.412,208.824,Minor purchase,STORABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23,E,64765,2023,-0.866025404,-2.45E-16,-0.867456355,1120
64543,03-01-2023,3,186,3440/23,403770,5,12.1,72.6,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.5,0.571268215,0.051619667,30
64543,04-01-2023,18,178,7886/23,403770,5,12.1,121,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.5,0.724792787,0.068802427,50
64543,09-01-2023,14,12,17155/23,403770,5,12.1,290.4,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.5,0.968077119,0.154308821,120
64543,10-01-2023,15,27,19424/23,403770,5,12.1,48.4,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.5,0.89780454,0.171293144,20
64543,11-01-2023,15,15,23830/23,403770,5,12.1,36.3,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.5,0.790775737,0.18822671,15
64543,12-01-2023,12,123,33839/23,403770,5,12.1,60.5,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.5,0.651372483,0.2051045,25
64543,13-01-2023,18,173,42429/23,403770,5,12.1,121,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.5,0.485301963,0.221921513,50
64543,16-01-2023,14,56,49173/23,403770,5,12.1,24.2,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.5,-0.101168322,0.271958158,10
64543,18-01-2023,14,32,57445/23,403770,5,12.1,72.6,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.5,-0.485301963,0.304921225,30
64543,18-01-2023,3,186,63623/23,403770,5,12.1,72.6,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.5,-0.485301963,0.304921225,30
64543,18-01-2023,14,45,64606/23,403770,5,12.1,145.2,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.5,-0.485301963,0.304921225,60
64543,19-01-2023,14,21,69898/23,403770,5,12.1,24.2,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.5,-0.651372483,0.321269662,10
64543,24-01-2023,14,30,89569/23,403770,5,12.1,12.1,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.5,-0.988468324,0.401487989,5
64543,24-01-2023,14,35,89576/23,403770,5,12.1,12.1,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.5,-0.988468324,0.401487989,5
64543,24-01-2023,14,48,87036/23,403770,5,12.1,24.2,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.5,-0.988468324,0.401487989,10
64543,24-01-2023,14,28,89635/23,403770,5,12.1,72.6,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.5,-0.988468324,0.401487989,30
64543,27-01-2023,14,34,104314/23,403770,5,12.1,60.5,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.5,-0.724792787,0.448229342,25
64543,30-01-2023,18,178,111888/23,403770,5,12.1,121,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.5,-0.20129852,0.49377555,50
64543,01-02-2023,14,50,120359/23,403770,5,12.1,36.3,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.866025404,0.20129852,0.523415607,15
64543,02-02-2023,3,186,129515/23,403770,5,12.1,72.6,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.866025404,0.394355855,0.538005172,30
64543,07-02-2023,14,20,149696/23,403770,5,12.1,24.2,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.866025404,0.988468324,0.60847687,10
64543,08-02-2023,15,15,150902/23,403770,5,12.1,36.3,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.866025404,0.998716507,0.622046748,15
64543,08-02-2023,14,12,156058/23,403770,5,12.1,290.4,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.866025404,0.998716507,0.622046748,120
64543,09-02-2023,10,116,160931/23,403770,5,12.1,12.1,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.866025404,0.968077119,0.635432301,5
64543,09-02-2023,18,178,159418/23,403770,5,12.1,121,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.866025404,0.968077119,0.635432301,50
64543,10-02-2023,14,56,162801/23,403770,5,12.1,48.4,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.866025404,0.89780454,0.648629561,20
64543,14-02-2023,4,150,175360/23,403770,5,12.1,12.1,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.866025404,0.299363123,0.699458327,5
64543,15-02-2023,12,123,184163/23,403770,5,12.1,60.5,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.866025404,0.101168322,0.711656622,25
64543,16-02-2023,14,45,187401/23,403770,5,12.1,72.6,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.866025404,-0.101168322,0.723644038,30
64543,17-02-2023,14,53,205471/23,403770,5,12.1,12.1,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.866025404,-0.299363123,0.735417023,5
64543,21-02-2023,3,186,216485/23,403770,5,12.1,72.6,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.866025404,-0.89780454,0.780295851,30
64543,21-02-2023,14,30,218754/23,403770,5,12.1,229.9,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.866025404,-0.89780454,0.780295851,95
64543,22-02-2023,14,35,225179/23,403770,5,12.1,12.1,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.866025404,-0.968077119,0.790945657,5
64543,22-02-2023,14,48,220984/23,403770,5,12.1,24.2,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.866025404,-0.968077119,0.790945657,10
64543,23-02-2023,18,178,232461/23,403770,5,12.1,121,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.866025404,-0.998716507,0.801361088,50
64543,24-02-2023,12,123,236002/23,403770,5,12.1,60.5,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.866025404,-0.988468324,0.811539059,25
64543,24-02-2023,14,45,236941/23,403770,5,12.1,72.6,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.866025404,-0.988468324,0.811539059,30
64543,27-02-2023,14,28,243368/23,403770,5,12.1,36.3,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.866025404,-0.724792787,0.840618406,15
64543,27-02-2023,14,50,243898/23,403770,5,12.1,36.3,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.866025404,-0.724792787,0.840618406,15
64543,27-02-2023,14,42,243367/23,403770,5,12.1,48.4,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.866025404,-0.724792787,0.840618406,20
64543,01-03-2023,14,23,250372/23,403770,5,12.1,36.3,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,1,0.20129852,0.858763958,15
64543,02-03-2023,15,58,254827/23,403770,5,12.1,24.2,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,1,0.394355855,0.867456355,10
64543,02-03-2023,15,16,255610/23,403770,5,12.1,84.7,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,1,0.394355855,0.867456355,35
64543,03-03-2023,4,150,258518/23,403770,5,12.1,12.1,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,1,0.571268215,0.875891705,5
64543,06-03-2023,14,20,264810/23,403770,5,12.1,24.2,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,1,0.937752132,0.89963087,10
64543,06-03-2023,15,15,264981/23,403770,5,12.1,36.3,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,1,0.937752132,0.89963087,15
64543,07-03-2023,11,153,272629/23,403770,5,12.1,36.3,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,1,0.988468324,0.907013813,15
64543,09-03-2023,14,12,285947/23,403770,5,12.1,193.6,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,1,0.968077119,0.920971288,80
64543,10-03-2023,14,56,291331/23,403770,5,12.1,24.2,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,1,0.89780454,0.927541684,10
64543,15-03-2023,14,53,335194/23,403770,5,12.1,12.1,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,1,0.101168322,0.956234827,5
64543,15-03-2023,14,36,338935/23,403770,5,12.1,48.4,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,1,0.101168322,0.956234827,20
64543,20-03-2023,18,173,356094/23,403770,5,12.1,121,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,1,-0.790775737,0.977848342,50
64543,20-03-2023,18,178,356111/23,403770,5,12.1,121,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,1,-0.790775737,0.977848342,50
64543,22-03-2023,14,35,367572/23,403770,5,12.1,12.1,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,1,-0.968077119,0.984473817,5
64543,27-03-2023,14,42,385098/23,403770,5,12.1,24.2,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,1,-0.724792787,0.995918996,10
64543,27-03-2023,14,48,390041/23,403770,5,12.1,24.2,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,1,-0.724792787,0.995918996,10
64543,27-03-2023,4,111,384312/23,403770,5,12.1,48.4,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,1,-0.724792787,0.995918996,20
64543,27-03-2023,14,30,385103/23,403770,5,12.1,229.9,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,1,-0.724792787,0.995918996,95
64543,27-03-2023,14,25,390052/23,403770,100,242,242,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,1,-0.724792787,0.995918996,100
64543,29-03-2023,14,20,400702/23,403770,5,12.1,24.2,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,1,-0.394355855,0.998435421,10
64543,29-03-2023,14,28,400700/23,403770,5,12.1,72.6,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,1,-0.394355855,0.998435421,30
64543,30-03-2023,14,50,404887/23,403770,5,12.1,36.3,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,1,-0.20129852,0.999250011,15
64543,31-03-2023,12,123,415965/23,403770,5,12.1,60.5,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,1,-2.45E-16,0.999768502,25
64543,03-04-2023,4,111,423816/23,403770,5,12.1,24.2,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.866025404,0.571268215,0.999546281,10
64543,03-04-2023,18,178,423942/23,403770,5,12.1,121,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.866025404,0.571268215,0.999546281,50
64543,04-04-2023,14,12,429644/23,403770,5,12.1,145.2,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.866025404,0.724792787,0.998879716,60
64543,05-04-2023,14,35,433544/23,403770,5,12.1,12.1,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.866025404,0.848644257,0.997917161,5
64543,05-04-2023,11,153,435690/23,403770,5,12.1,48.4,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.866025404,0.848644257,0.997917161,20
64543,11-04-2023,15,15,448506/23,403770,5,12.1,36.3,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.866025404,0.790775737,0.98594815,15
64543,11-04-2023,4,111,443173/23,403770,5,12.1,48.4,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.866025404,0.790775737,0.98594815,20
64543,13-04-2023,18,173,455473/23,403770,5,12.1,121,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.866025404,0.485301963,0.979613692,50
64543,14-04-2023,14,22,462427/23,403770,5,12.1,24.2,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.866025404,0.299363123,0.976010551,10
64543,14-04-2023,14,56,466625/23,403770,5,12.1,24.2,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.866025404,0.299363123,0.976010551,10
64543,17-04-2023,14,40,471400/23,403770,5,12.1,24.2,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.866025404,-0.299363123,0.963470549,10
64543,17-04-2023,14,53,471402/23,403770,5,12.1,24.2,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.866025404,-0.299363123,0.963470549,10
64543,18-04-2023,14,36,479412/23,403770,5,12.1,48.4,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.866025404,-0.485301963,0.958717817,20
64543,19-04-2023,18,178,484171/23,403770,5,12.1,121,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.866025404,-0.651372483,0.953680997,50
64543,20-04-2023,10,149,488767/23,403770,5,12.1,48.4,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.866025404,-0.790775737,0.94836158,20
64543,21-04-2023,3,186,492526/23,403770,5,12.1,72.6,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.866025404,-0.89780454,0.942761143,30
64543,24-04-2023,14,30,501485/23,403770,5,12.1,121,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.866025404,-0.988468324,0.924290722,50
64543,28-04-2023,14,50,528334/23,403770,5,12.1,36.3,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.866025404,-0.571268215,0.895839291,15
64543,28-04-2023,3,186,527441/23,403770,5,12.1,72.6,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.866025404,-0.571268215,0.895839291,30
64543,02-05-2023,14,42,534920/23,403770,5,12.1,48.4,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.5,0.394355855,0.863142128,20
64543,03-05-2023,15,15,539336/23,403770,5,12.1,24.2,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.5,0.571268215,0.85432217,10
64543,03-05-2023,18,173,541479/23,403770,5,12.1,121,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.5,0.571268215,0.85432217,50
64543,04-05-2023,12,123,547915/23,403770,5,12.1,60.5,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.5,0.724792787,0.845249057,25
64543,04-05-2023,18,178,546912/23,403770,5,12.1,121,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.5,0.724792787,0.845249057,50
64543,08-05-2023,11,189,561185/23,403770,5,12.1,72.6,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.5,0.998716507,0.806479946,30
64543,11-05-2023,12,167,587057/23,403770,5,12.1,24.2,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.5,0.790775737,0.774884041,10
64543,16-05-2023,14,53,607698/23,403770,5,12.1,24.2,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.5,-0.101168322,0.717676914,10
64543,17-05-2023,14,35,611286/23,403770,5,12.1,12.1,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.5,-0.299363123,0.70558361,5
64543,17-05-2023,14,56,611280/23,403770,5,12.1,24.2,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.5,-0.299363123,0.70558361,10
64543,17-05-2023,14,36,608729/23,403770,5,12.1,48.4,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.5,-0.299363123,0.70558361,20
64543,18-05-2023,18,178,618536/23,403770,5,12.1,121,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.5,-0.485301963,0.693281227,50
64543,19-05-2023,14,45,620676/23,403770,5,12.1,72.6,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.5,-0.651372483,0.680773409,30
64543,22-05-2023,12,100,630657/23,403770,5,12.1,96.8,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.5,-0.968077119,0.642054713,40
64543,22-05-2023,14,12,631291/23,403770,5,12.1,290.4,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.5,-0.968077119,0.642054713,120
64543,24-05-2023,14,34,641749/23,403770,5,12.1,60.5,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.5,-0.988468324,0.6152846,25
64543,24-05-2023,14,30,641671/23,403770,5,12.1,121,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.5,-0.988468324,0.6152846,50
64543,25-05-2023,18,173,647638/23,403770,5,12.1,121,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.5,-0.937752132,0.601624063,50
64543,26-05-2023,14,23,650692/23,403770,5,12.1,36.3,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.5,-0.848644257,0.587785252,15
64543,29-05-2023,15,27,660219/23,403770,5,12.1,48.4,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.5,-0.394355855,0.545240439,20
64543,29-05-2023,14,28,661205/23,403770,5,12.1,72.6,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.5,-0.394355855,0.545240439,30
64543,30-05-2023,15,15,665678/23,403770,5,12.1,36.3,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.5,-0.20129852,0.530730048,15
64543,31-05-2023,14,49,669662/23,403770,5,12.1,12.1,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.5,-2.45E-16,0.516062391,5
64543,31-05-2023,14,42,669646/23,403770,5,12.1,48.4,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,0.5,-2.45E-16,0.516062391,20
64543,07-06-2023,12,123,708746/23,403770,5,12.1,60.5,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,1.22E-16,0.988468324,0.409355959,25
64543,09-06-2023,18,178,719227/23,403770,5,12.1,121,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,1.22E-16,0.968077119,0.377707965,50
64543,15-06-2023,14,53,743011/23,403770,5,12.1,24.2,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,1.22E-16,0.101168322,0.280230675,10
64543,16-06-2023,14,21,749528/23,403770,5,12.1,24.2,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,1.22E-16,-0.101168322,0.263665493,10
64543,16-06-2023,14,45,749524/23,403770,5,12.1,72.6,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,1.22E-16,-0.101168322,0.263665493,30
64543,16-06-2023,14,25,745264/23,403770,100,242,242,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,1.22E-16,-0.101168322,0.263665493,100
64543,21-06-2023,15,41,765079/23,403770,5,12.1,12.1,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,2023,1.22E-16,-0.89780454,0.179766586,5
