P_date,R_no,N_product_purchased,N_units,Cost,Total_product_purchase,Type_purchase,Type_logistic,PRODUCTO,P_code_CLASS,P_code_NUM,PURCHASING_REGION,PURCHASING_HOSPITAL,PURCHASING_DEPARTMENT,N_Order_PEDIDO,YEAR,MONTH,DAYOFMONTH,DAYOFYEAR,time_idx
2017-11-21,403770,5,5,12.1,12.1,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,0,11,114,873000,2017,-0.5000000000000004,-0.8978045395707417,-0.6354323008901775,689
2017-11-21,420680,160,10,20.9,334.4,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,E,66071,0,10,1,874536,2017,-0.5000000000000004,-0.8978045395707417,-0.6354323008901775,689
2017-11-21,400403,60,10,102.802,616.812,Minor purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,0,10,1,874447,2017,-0.5000000000000004,-0.8978045395707417,-0.6354323008901775,689
2017-11-21,39001,300,5,5.24537,314.7222,Minor purchase,STORABLE,HIDROGEL-37,E,64932,0,10,1,874488,2017,-0.5000000000000004,-0.8978045395707417,-0.6354323008901775,689
2017-11-21,166680.2,20,10,132.0,264.0,Minor purchase,STORABLE,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,E,69682,0,0,2,874702,2017,-0.5000000000000004,-0.8978045395707417,-0.6354323008901775,689
2017-11-21,403770,10,5,12.1,24.2,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,0,11,112,872980,2017,-0.5000000000000004,-0.8978045395707417,-0.6354323008901775,689
2017-11-21,403770,5,5,12.1,12.1,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,0,11,113,873002,2017,-0.5000000000000004,-0.8978045395707417,-0.6354323008901775,689
2017-11-21,413568,210,5,26.950275,1131.91155,Major purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,0,10,1,874535,2017,-0.5000000000000004,-0.8978045395707417,-0.6354323008901775,689
2017-11-22,420621,100,10,42.9,429.0,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,E,64544,0,0,2,878917,2017,-0.5000000000000004,-0.9680771188662041,-0.622046748440868,690
2017-11-22,39001,100,5,5.24537,104.9074,Minor purchase,STORABLE,HIDROGEL-37,E,64932,0,0,2,878873,2017,-0.5000000000000004,-0.9680771188662041,-0.622046748440868,690
2017-11-22,420680,150,10,20.9,313.5,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,E,66071,0,0,2,878917,2017,-0.5000000000000004,-0.9680771188662041,-0.622046748440868,690
2017-11-22,37147,640,640,60.69888,60.69888,Major purchase,STORABLE,APÓSITO ABSORBENTE C/ ADHESIVO-22,E,64764,0,13,1,879010,2017,-0.5000000000000004,-0.9680771188662041,-0.622046748440868,690
2017-11-22,413568,100,100,539.0055,539.0055,Major purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,0,0,2,878920,2017,-0.5000000000000004,-0.9680771188662041,-0.622046748440868,690
2017-11-23,37147,640,640,60.69888,60.69888,Major purchase,STORABLE,APÓSITO ABSORBENTE C/ ADHESIVO-22,E,64764,0,0,2,884708,2017,-0.5000000000000004,-0.9987165071710528,-0.6084768701151264,691
2017-11-23,400403,100,10,102.802,1028.02,Minor purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,0,0,2,883765,2017,-0.5000000000000004,-0.9987165071710528,-0.6084768701151264,691
2017-11-23,37167,960,480,83.96784,167.93568,Major purchase,STORABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23,E,64765,0,0,2,884708,2017,-0.5000000000000004,-0.9987165071710528,-0.6084768701151264,691
2017-11-23,1624W,2800,400,44.0,308.0,Minor purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,0,18,1,883762,2017,-0.5000000000000004,-0.9987165071710528,-0.6084768701151264,691
2017-11-24,403770,50,5,12.1,121.0,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,0,18,173,904413,2017,-0.5000000000000004,-0.9884683243281114,-0.594726686960764,692
2017-11-27,400403,60,10,102.802,616.812,Minor purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,0,18,1,908391,2017,-0.5000000000000004,-0.72479278722912,-0.5524353131676203,693
2017-11-27,400403,20,10,102.802,205.604,Minor purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,0,4,1,904660,2017,-0.5000000000000004,-0.72479278722912,-0.5524353131676203,693
2017-11-27,187662,130,5,12.65,328.9,Major purchase,STORABLE,APOSITO DE HIDROCOLOIDE-7,E,70130,0,18,1,905257,2017,-0.5000000000000004,-0.72479278722912,-0.5524353131676203,693
2017-11-27,265868.4,50,5,13.497,134.97,Minor purchase,TRANSIT,APOSITO DE HIDROCOLOIDE C/ PLATA-2,E,64761,0,0,37,909110,2017,-0.5000000000000004,-0.72479278722912,-0.5524353131676203,693
2017-11-27,1626W,600,200,61.6,184.8,Minor purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-20,E,64750,0,4,1,908368,2017,-0.5000000000000004,-0.72479278722912,-0.5524353131676203,693
2017-11-27,1624W,2400,400,44.0,264.0,Minor purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,0,10,1,908369,2017,-0.5000000000000004,-0.72479278722912,-0.5524353131676203,693
2017-11-27,33533,294,3,1.8513,181.4274,Minor purchase,STORABLE,APOSITO DE HIDROCOLOIDE-9,E,65056,0,18,1,908447,2017,-0.5000000000000004,-0.72479278722912,-0.5524353131676203,693
2017-11-27,403770,5,5,12.1,12.1,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,0,11,113,909036,2017,-0.5000000000000004,-0.72479278722912,-0.5524353131676203,693
2017-11-27,281 421,7000,1000,10.461204,73.228428,Minor purchase,STORABLE,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,E,65159,0,10,1,908718,2017,-0.5000000000000004,-0.72479278722912,-0.5524353131676203,693
2017-11-27,420680,160,10,20.9,334.4,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,E,66071,0,10,1,908546,2017,-0.5000000000000004,-0.72479278722912,-0.5524353131676203,693
2017-11-27,MAP190,150,10,61.40211,921.03165,Major purchase,STORABLE,APOSITO C/ CARBON Y PLATA-4,E,73753,0,18,1,905371,2017,-0.5000000000000004,-0.72479278722912,-0.5524353131676203,693
2017-11-28,413568,140,5,26.950275,754.6077,Major purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,0,18,1,914168,2017,-0.5000000000000004,-0.5712682150947924,-0.5380051715382992,694
2017-11-28,403770,30,5,12.1,72.6,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,0,3,186,914886,2017,-0.5000000000000004,-0.5712682150947924,-0.5380051715382992,694
2017-11-29,420680,100,10,20.9,209.0,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,E,66071,0,0,2,918849,2017,-0.5000000000000004,-0.3943558551133187,-0.5234156073655503,695
2017-11-29,66800248,100,10,16.5,165.0,Major purchase,STORABLE,APOSITO DE ESPUMA POLIURETANO-8,E,64946,0,4,1,919327,2017,-0.5000000000000004,-0.3943558551133187,-0.5234156073655503,695
2017-11-29,33533,60,3,1.8513,37.026,Minor purchase,STORABLE,APOSITO DE HIDROCOLOIDE-9,E,65056,0,10,1,918853,2017,-0.5000000000000004,-0.3943558551133187,-0.5234156073655503,695
2017-11-29,3760,100,10,14.0,140.0,Minor purchase,STORABLE,APOSITO DE ALGINATO C/ PLATA-6,E,65201,0,10,1,918853,2017,-0.5000000000000004,-0.3943558551133187,-0.5234156073655503,695
2017-11-29,166680.2,30,10,132.0,396.0,Minor purchase,STORABLE,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,E,69682,0,10,1,919156,2017,-0.5000000000000004,-0.3943558551133187,-0.5234156073655503,695
2017-11-29,400505,2,1,9.9,19.8,Minor purchase,TRANSIT,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,B,40558,0,11,151,919007,2017,-0.5000000000000004,-0.3943558551133187,-0.5234156073655503,695
2017-11-29,400403,40,10,102.802,411.208,Minor purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,0,10,1,918729,2017,-0.5000000000000004,-0.3943558551133187,-0.5234156073655503,695
2017-11-29,403770,50,5,12.1,121.0,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,0,18,178,917707,2017,-0.5000000000000004,-0.3943558551133187,-0.5234156073655503,695
2017-11-29,400505,10,1,9.9,99.0,Minor purchase,TRANSIT,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,B,40558,0,18,61,917714,2017,-0.5000000000000004,-0.3943558551133187,-0.5234156073655503,695
2017-11-29,400505,2,1,9.9,19.8,Minor purchase,TRANSIT,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,B,40558,0,11,152,919005,2017,-0.5000000000000004,-0.3943558551133187,-0.5234156073655503,695
2017-11-29,MAP190,100,10,61.40211,614.0211,Major purchase,STORABLE,APOSITO C/ CARBON Y PLATA-4,E,73753,0,10,1,919101,2017,-0.5000000000000004,-0.3943558551133187,-0.5234156073655503,695
2017-11-29,33115,375,5,6.599996,494.9997,Major purchase,STORABLE,APOSITO DE HIDROCOLOIDE-3,E,65485,0,10,1,918852,2017,-0.5000000000000004,-0.3943558551133187,-0.5234156073655503,695
2017-11-29,39001,275,5,5.24537,288.49535,Minor purchase,STORABLE,HIDROGEL-37,E,64932,0,10,1,918853,2017,-0.5000000000000004,-0.3943558551133187,-0.5234156073655503,695
2017-11-30,413568,300,100,539.0055,1617.0165,Major purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,0,13,1,922753,2017,-0.5000000000000004,-0.20129852008866114,-0.5086709438521042,696
2017-11-30,20701,900,300,792.0,2376.0,Major purchase,STORABLE,APOSITO C/ CARBON Y PLATA-6,E,64911,0,13,1,922779,2017,-0.5000000000000004,-0.20129852008866114,-0.5086709438521042,696
2017-11-30,420680,600,10,20.9,1254.0,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,E,66071,0,13,1,922752,2017,-0.5000000000000004,-0.20129852008866114,-0.5086709438521042,696
2017-12-01,187662,70,5,12.65,177.1,Major purchase,STORABLE,APOSITO DE HIDROCOLOIDE-7,E,70130,0,10,1,926675,2017,-2.4492935982947064e-16,0.20129852008866006,-0.49377555015997737,697
2017-12-01,420621,150,10,42.9,643.5,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,E,64544,0,10,1,928045,2017,-2.4492935982947064e-16,0.20129852008866006,-0.49377555015997737,697
2017-12-01,507633,128,16,44.0,352.0,Minor purchase,TRANSIT,APOSITO DE HIDROCOLOIDE C/ PLATA-2,E,64761,0,15,58,927696,2017,-2.4492935982947064e-16,0.20129852008866006,-0.49377555015997737,697
2017-12-04,37147,3840,640,60.69888,364.19328,Major purchase,STORABLE,APÓSITO ABSORBENTE C/ ADHESIVO-22,E,64764,0,18,1,930565,2017,-2.4492935982947064e-16,0.72479278722912,-0.4482293417404106,698
2017-12-04,403770,20,5,12.1,48.4,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,0,4,111,930975,2017,-2.4492935982947064e-16,0.72479278722912,-0.4482293417404106,698
2017-12-04,66800248,200,10,16.5,330.0,Major purchase,STORABLE,APOSITO DE ESPUMA POLIURETANO-8,E,64946,0,10,1,928743,2017,-2.4492935982947064e-16,0.72479278722912,-0.4482293417404106,698
2017-12-05,281 421,4000,1000,10.461204,41.844816,Minor purchase,STORABLE,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,E,65159,0,18,1,932723,2017,-2.4492935982947064e-16,0.8486442574947509,-0.4327755925504317,699
2017-12-05,166680.2,20,10,132.0,264.0,Minor purchase,STORABLE,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,E,69682,0,0,2,936062,2017,-2.4492935982947064e-16,0.8486442574947509,-0.4327755925504317,699
2017-12-05,157027.7,240,10,17.259,414.216,Major purchase,STORABLE,APOSITO MALLADO C/ PARAFINA-38,E,64983,0,4,1,933470,2017,-2.4492935982947064e-16,0.8486442574947509,-0.4327755925504317,699
2017-12-05,37167,1440,480,83.96784,251.90352,Major purchase,STORABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23,E,64765,0,18,1,932687,2017,-2.4492935982947064e-16,0.8486442574947509,-0.4327755925504317,699
2017-12-05,157028.4,210,10,35.189001,738.969021,Major purchase,STORABLE,APOSITO MALLADO C/ PARAFINA-39,E,65894,0,18,1,932741,2017,-2.4492935982947064e-16,0.8486442574947509,-0.4327755925504317,699
2017-12-05,413568,100,100,539.0055,539.0055,Major purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,0,0,2,936045,2017,-2.4492935982947064e-16,0.8486442574947509,-0.4327755925504317,699
2017-12-05,39001,40,5,5.24537,41.96296,Minor purchase,STORABLE,HIDROGEL-37,E,64932,0,4,1,933457,2017,-2.4492935982947064e-16,0.8486442574947509,-0.4327755925504317,699
2017-12-05,400403,40,10,102.802,411.208,Minor purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,0,10,1,933057,2017,-2.4492935982947064e-16,0.8486442574947509,-0.4327755925504317,699
2017-12-05,1624W,1200,400,44.0,132.0,Minor purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,0,0,2,936007,2017,-2.4492935982947064e-16,0.8486442574947509,-0.4327755925504317,699
2017-12-07,420680,150,10,20.9,313.5,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,E,66071,0,10,1,938840,2017,-2.4492935982947064e-16,0.9884683243281114,-0.4014879892059737,700
2017-12-07,MAP190,250,10,61.40211,1535.05275,Major purchase,STORABLE,APOSITO C/ CARBON Y PLATA-4,E,73753,0,18,1,938640,2017,-2.4492935982947064e-16,0.9884683243281114,-0.4014879892059737,700
2017-12-11,400403,120,10,102.802,1233.624,Minor purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,0,18,1,941053,2017,-2.4492935982947064e-16,0.7907757369376989,-0.33752289959411347,701
2017-12-11,420680,150,10,20.9,313.5,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,E,66071,0,0,2,941799,2017,-2.4492935982947064e-16,0.7907757369376989,-0.33752289959411347,701
2017-12-11,400403,20,10,102.802,205.604,Minor purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,0,4,1,941507,2017,-2.4492935982947064e-16,0.7907757369376989,-0.33752289959411347,701
2017-12-11,265868.4,50,5,13.497,134.97,Minor purchase,TRANSIT,APOSITO DE HIDROCOLOIDE C/ PLATA-2,E,64761,0,0,57,940767,2017,-2.4492935982947064e-16,0.7907757369376989,-0.33752289959411347,701
2017-12-11,66800248,120,60,99.0,198.0,Major purchase,STORABLE,APOSITO DE ESPUMA POLIURETANO-8,E,64946,0,18,1,941236,2017,-2.4492935982947064e-16,0.7907757369376989,-0.33752289959411347,701
2017-12-11,157027.7,210,10,17.259,362.439,Major purchase,STORABLE,APOSITO MALLADO C/ PARAFINA-38,E,64983,0,18,1,941130,2017,-2.4492935982947064e-16,0.7907757369376989,-0.33752289959411347,701
2017-12-11,161445.2,80,10,53.888999,431.111992,Major purchase,STORABLE,APOSITO DE FIBRAS DE POLIACRILATO-3,E,65509,0,18,1,941130,2017,-2.4492935982947064e-16,0.7907757369376989,-0.33752289959411347,701
2017-12-11,157028.4,200,10,35.189001,703.78002,Major purchase,STORABLE,APOSITO MALLADO C/ PARAFINA-39,E,65894,0,18,1,941130,2017,-2.4492935982947064e-16,0.7907757369376989,-0.33752289959411347,701
2017-12-12,157027.7,1050,10,17.259,1812.195,Major purchase,STORABLE,APOSITO MALLADO C/ PARAFINA-38,E,64983,0,13,1,946879,2017,-2.4492935982947064e-16,0.6513724827222223,-0.32126966169236515,702
2017-12-12,403770,50,5,12.1,121.0,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,0,18,173,946966,2017,-2.4492935982947064e-16,0.6513724827222223,-0.32126966169236515,702
2017-12-13,400403,50,10,102.802,514.01,Minor purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,0,10,1,968631,2017,-2.4492935982947064e-16,0.48530196253108104,-0.3049212246562894,703
2017-12-13,403770,20,5,12.1,48.4,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,0,12,80,965811,2017,-2.4492935982947064e-16,0.48530196253108104,-0.3049212246562894,703
2017-12-13,413568,205,5,26.950275,1104.961275,Major purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,0,10,1,947372,2017,-2.4492935982947064e-16,0.48530196253108104,-0.3049212246562894,703
2017-12-13,33533,267,3,1.8513,164.7657,Minor purchase,STORABLE,APOSITO DE HIDROCOLOIDE-9,E,65056,0,18,1,968733,2017,-2.4492935982947064e-16,0.48530196253108104,-0.3049212246562894,703
2017-12-14,33110,700,10,5.3416,373.912,Major purchase,STORABLE,APOSITO DE HIDROCOLOIDE-6,E,65486,0,10,1,973728,2017,-2.4492935982947064e-16,0.29936312297335804,-0.2884824328806098,704
2017-12-14,161445.2,300,10,53.888999,1616.66997,Major purchase,STORABLE,APOSITO DE FIBRAS DE POLIACRILATO-3,E,65509,0,10,1,973903,2017,-2.4492935982947064e-16,0.29936312297335804,-0.2884824328806098,704
2017-12-14,33115,300,5,6.599996,395.99976,Major purchase,STORABLE,APOSITO DE HIDROCOLOIDE-3,E,65485,0,10,1,973728,2017,-2.4492935982947064e-16,0.29936312297335804,-0.2884824328806098,704
2017-12-14,155486.4,10,5,32.78,65.56,Minor purchase,,APOSITO DE HIDROCOLOIDE C/ PLATA-5,E,67462,0,12,146,973926,2017,-2.4492935982947064e-16,0.29936312297335804,-0.2884824328806098,704
2017-12-15,284300,50,50,354.754125,354.754125,Major purchase,STORABLE,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,E,64488,0,0,2,986473,2017,-2.4492935982947064e-16,0.10116832198743272,-0.27195815753410524,705
2017-12-15,413568,100,100,539.0055,539.0055,Major purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,0,0,2,986219,2017,-2.4492935982947064e-16,0.10116832198743272,-0.27195815753410524,705
2017-12-15,161445.2,80,10,53.888999,431.111992,Major purchase,STORABLE,APOSITO DE FIBRAS DE POLIACRILATO-3,E,65509,0,0,2,986389,2017,-2.4492935982947064e-16,0.10116832198743272,-0.27195815753410524,705
2017-12-15,157028.4,200,10,35.189001,703.78002,Major purchase,STORABLE,APOSITO MALLADO C/ PARAFINA-39,E,65894,0,10,1,986404,2017,-2.4492935982947064e-16,0.10116832198743272,-0.27195815753410524,705
2017-12-15,1624W,2000,400,44.0,220.0,Minor purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,0,10,1,986100,2017,-2.4492935982947064e-16,0.10116832198743272,-0.27195815753410524,705
2017-12-15,166680.2,40,10,132.0,528.0,Minor purchase,STORABLE,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,E,69682,0,10,1,986403,2017,-2.4492935982947064e-16,0.10116832198743272,-0.27195815753410524,705
2017-12-15,420680,120,10,20.9,250.8,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,E,66071,0,0,2,986220,2017,-2.4492935982947064e-16,0.10116832198743272,-0.27195815753410524,705
2017-12-18,MAP190,180,10,61.40211,1105.23798,Major purchase,STORABLE,APOSITO C/ CARBON Y PLATA-4,E,73753,0,18,1,990608,2017,-2.4492935982947064e-16,-0.4853019625310808,-0.22192151300416674,706
2017-12-18,39001,310,5,5.24537,325.21294,Minor purchase,STORABLE,HIDROGEL-37,E,64932,0,10,1,990510,2017,-2.4492935982947064e-16,-0.4853019625310808,-0.22192151300416674,706
2017-12-18,3760,100,10,14.0,140.0,Minor purchase,STORABLE,APOSITO DE ALGINATO C/ PLATA-6,E,65201,0,10,1,990510,2017,-2.4492935982947064e-16,-0.4853019625310808,-0.22192151300416674,706
2017-12-18,20701,300,300,792.0,792.0,Minor purchase,STORABLE,APOSITO C/ CARBON Y PLATA-6,E,64911,0,10,1,990531,2017,-2.4492935982947064e-16,-0.4853019625310808,-0.22192151300416674,706
2017-12-18,265868.4,50,5,13.497,134.97,Minor purchase,TRANSIT,APOSITO DE HIDROCOLOIDE C/ PLATA-2,E,64761,0,0,13,990310,2017,-2.4492935982947064e-16,-0.4853019625310808,-0.22192151300416674,706
2017-12-19,39001,100,5,5.24537,104.9074,Minor purchase,STORABLE,HIDROGEL-37,E,64932,0,0,2,994674,2017,-2.4492935982947064e-16,-0.651372482722222,-0.20510449986861926,707
2017-12-19,265868.4,50,5,13.497,134.97,Minor purchase,TRANSIT,APOSITO DE HIDROCOLOIDE C/ PLATA-2,E,64761,0,0,51,993982,2017,-2.4492935982947064e-16,-0.651372482722222,-0.20510449986861926,707
2017-12-19,413568,150,5,26.950275,808.50825,Major purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,0,18,1,994768,2017,-2.4492935982947064e-16,-0.651372482722222,-0.20510449986861926,707
2017-12-19,33533,756,3,1.8513,466.5276,Minor purchase,STORABLE,APOSITO DE HIDROCOLOIDE-9,E,65056,0,0,2,994674,2017,-2.4492935982947064e-16,-0.651372482722222,-0.20510449986861926,707
2017-12-19,157027.7,180,10,17.259,310.662,Major purchase,STORABLE,APOSITO MALLADO C/ PARAFINA-38,E,64983,0,18,1,994928,2017,-2.4492935982947064e-16,-0.651372482722222,-0.20510449986861926,707
2017-12-19,20701,600,300,792.0,1584.0,Minor purchase,STORABLE,APOSITO C/ CARBON Y PLATA-6,E,64911,0,18,1,994767,2017,-2.4492935982947064e-16,-0.651372482722222,-0.20510449986861926,707
2017-12-19,507633,128,16,44.0,352.0,Minor purchase,TRANSIT,APOSITO DE HIDROCOLOIDE C/ PLATA-2,E,64761,0,15,58,995411,2017,-2.4492935982947064e-16,-0.651372482722222,-0.20510449986861926,707
2017-12-19,166680.2,20,10,132.0,264.0,Minor purchase,STORABLE,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,E,69682,0,0,2,994930,2017,-2.4492935982947064e-16,-0.651372482722222,-0.20510449986861926,707
2017-12-19,TR101,12,12,77.88,77.88,Minor purchase,TRANSIT,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,E,78950,0,12,154,995006,2017,-2.4492935982947064e-16,-0.651372482722222,-0.20510449986861926,707
2017-12-19,420621,100,10,42.9,429.0,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,E,64544,0,0,2,994770,2017,-2.4492935982947064e-16,-0.651372482722222,-0.20510449986861926,707
2017-12-20,400403,50,10,102.802,514.01,Minor purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,0,10,1,999374,2017,-2.4492935982947064e-16,-0.7907757369376986,-0.1882267098432439,708
2017-12-20,284300,500,50,354.754125,3547.54125,Major purchase,STORABLE,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,E,64488,0,10,1,999920,2017,-2.4492935982947064e-16,-0.7907757369376986,-0.1882267098432439,708
2017-12-20,413568,500,100,539.0055,2695.0275,Major purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,0,13,1,999486,2017,-2.4492935982947064e-16,-0.7907757369376986,-0.1882267098432439,708
2017-12-20,20701,900,300,792.0,2376.0,Minor purchase,STORABLE,APOSITO C/ CARBON Y PLATA-6,E,64911,0,13,1,999566,2017,-2.4492935982947064e-16,-0.7907757369376986,-0.1882267098432439,708
2017-12-20,265868.4,50,5,13.497,134.97,Minor purchase,TRANSIT,APOSITO DE HIDROCOLOIDE C/ PLATA-2,E,64761,0,0,54,1000271,2017,-2.4492935982947064e-16,-0.7907757369376986,-0.1882267098432439,708
2017-12-20,39001,250,5,5.24537,262.2685,Minor purchase,STORABLE,HIDROGEL-37,E,64932,0,13,1,999487,2017,-2.4492935982947064e-16,-0.7907757369376986,-0.1882267098432439,708
2017-12-20,157028.4,200,10,35.189001,703.78002,Major purchase,STORABLE,APOSITO MALLADO C/ PARAFINA-39,E,65894,0,10,1,999742,2017,-2.4492935982947064e-16,-0.7907757369376986,-0.1882267098432439,708
2017-12-20,420680,1000,10,20.9,2090.0,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,E,66071,0,13,1,999488,2017,-2.4492935982947064e-16,-0.7907757369376986,-0.1882267098432439,708
2017-12-20,420680,150,10,20.9,313.5,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,E,66071,0,10,1,999490,2017,-2.4492935982947064e-16,-0.7907757369376986,-0.1882267098432439,708
2017-12-20,166680.2,40,10,132.0,528.0,Minor purchase,STORABLE,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,E,69682,0,10,1,999745,2017,-2.4492935982947064e-16,-0.7907757369376986,-0.1882267098432439,708
2017-12-21,400403,70,10,102.802,719.614,Minor purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,0,18,1,1003187,2017,-2.4492935982947064e-16,-0.8978045395707417,-0.1712931441814778,709
2017-12-22,MAP190,190,10,61.40211,1166.64009,Major purchase,STORABLE,APOSITO C/ CARBON Y PLATA-4,E,73753,0,18,1,1006166,2017,-2.4492935982947064e-16,-0.9680771188662041,-0.154308820664281,710
2017-12-22,403770,5,5,12.1,12.1,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,0,10,127,1007127,2017,-2.4492935982947064e-16,-0.9680771188662041,-0.154308820664281,710
2017-12-22,281 421,2000,1000,10.461204,20.922408,Minor purchase,STORABLE,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,E,65159,0,4,1,1007015,2017,-2.4492935982947064e-16,-0.9680771188662041,-0.154308820664281,710
2017-12-22,281 421,4000,1000,10.461204,41.844816,Minor purchase,STORABLE,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,E,65159,0,18,1,1006165,2017,-2.4492935982947064e-16,-0.9680771188662041,-0.154308820664281,710
